example_idx,question_id,query_type,gold,pred,pos,token,saliency
0,11856,ate,yes,yes,59,Ġa,0.000648
0,11856,ate,yes,yes,60,Ġdirect,0.001236
0,11856,ate,yes,yes,61,Ġeffect,0.002609
0,11856,ate,yes,yes,62,Ġon,0.001190
0,11856,ate,yes,yes,63,Ġlung,0.000874
0,11856,ate,yes,yes,64,Ġcancer,0.007874
0,11856,ate,yes,yes,65,.,0.003235
0,11856,ate,yes,yes,66,ĠFor,0.005280
0,11856,ate,yes,yes,67,Ġnons,0.002548
0,11856,ate,yes,yes,68,m,0.006592
0,11856,ate,yes,yes,69,okers,0.013794
0,11856,ate,yes,yes,70,",",0.001968
0,11856,ate,yes,yes,71,Ġthe,0.001617
0,11856,ate,yes,yes,72,Ġprobability,0.003937
0,11856,ate,yes,yes,73,Ġof,0.003433
0,11856,ate,yes,yes,74,Ġlung,0.002060
0,11856,ate,yes,yes,75,Ġcancer,0.000351
0,11856,ate,yes,yes,76,Ġis,0.004974
0,11856,ate,yes,yes,77,Ġ,0.001968
0,11856,ate,yes,yes,78,3,0.002899
0,11856,ate,yes,yes,79,6,0.005859
0,11856,ate,yes,yes,80,%.,0.002075
0,11856,ate,yes,yes,81,ĠFor,0.000759
0,11856,ate,yes,yes,82,Ġsmokers,0.007629
0,11856,ate,yes,yes,83,",",0.004669
0,11856,ate,yes,yes,84,Ġthe,0.002182
0,11856,ate,yes,yes,85,Ġprobability,0.000587
0,11856,ate,yes,yes,86,Ġof,0.008545
0,11856,ate,yes,yes,87,Ġlung,0.000133
0,11856,ate,yes,yes,88,Ġcancer,0.004517
0,11856,ate,yes,yes,89,Ġis,0.001442
0,11856,ate,yes,yes,90,Ġ,0.000774
0,11856,ate,yes,yes,91,5,0.001999
0,11856,ate,yes,yes,92,7,0.000648
0,11856,ate,yes,yes,93,%.,0.002914
0,11856,ate,yes,yes,94,ĠWill,0.013245
0,11856,ate,yes,yes,95,Ġsmoking,0.009338
0,11856,ate,yes,yes,96,Ġincrease,0.007812
0,11856,ate,yes,yes,97,Ġthe,0.000999
0,11856,ate,yes,yes,98,Ġchance,0.001213
0,11856,ate,yes,yes,99,Ġof,0.012756
0,11856,ate,yes,yes,100,Ġlung,0.000049
0,11856,ate,yes,yes,101,Ġcancer,0.011414
0,11856,ate,yes,yes,102,?,0.029541
0,11856,ate,yes,yes,103,<|im_end|>,0.005829
0,11856,ate,yes,yes,104,Ċ,0.021118
0,11856,ate,yes,yes,105,<|im_start|>,0.003937
0,11856,ate,yes,yes,106,assistant,0.016479
0,11856,ate,yes,yes,107,Ċ,0.030762
1,20799,nie,yes,yes,0,<|im_start|>,0.004822
1,20799,nie,yes,yes,1,system,0.001213
1,20799,nie,yes,yes,2,Ċ,0.009033
1,20799,nie,yes,yes,3,Answer,0.010925
1,20799,nie,yes,yes,4,Ġwith,0.021973
1,20799,nie,yes,yes,5,Ġonly,0.006775
1,20799,nie,yes,yes,6,Ġ',0.025879
1,20799,nie,yes,yes,7,yes,0.000068
1,20799,nie,yes,yes,8,',0.007721
1,20799,nie,yes,yes,9,Ġor,0.033691
1,20799,nie,yes,yes,10,Ġ',0.035400
1,20799,nie,yes,yes,11,no,0.066406
1,20799,nie,yes,yes,12,'.,0.012085
1,20799,nie,yes,yes,13,ĠNo,0.014160
1,20799,nie,yes,yes,14,Ġexplanation,0.001953
1,20799,nie,yes,yes,15,.,0.005188
1,20799,nie,yes,yes,16,ĠNo,0.011230
1,20799,nie,yes,yes,17,Ġpunctuation,0.011230
1,20799,nie,yes,yes,18,.,0.016479
1,20799,nie,yes,yes,19,<|im_end|>,0.001022
1,20799,nie,yes,yes,20,Ċ,0.006104
1,20799,nie,yes,yes,21,<|im_start|>,0.001564
1,20799,nie,yes,yes,22,user,0.006073
1,20799,nie,yes,yes,23,Ċ,0.011597
1,20799,nie,yes,yes,24,Imagine,0.004608
1,20799,nie,yes,yes,25,Ġa,0.000828
1,20799,nie,yes,yes,26,Ġself,0.000425
1,20799,nie,yes,yes,27,-contained,0.000816
1,20799,nie,yes,yes,28,",",0.000243
1,20799,nie,yes,yes,29,Ġhypothetical,0.001541
1,20799,nie,yes,yes,30,Ġworld,0.003891
1,20799,nie,yes,yes,31,Ġwith,0.001259
1,20799,nie,yes,yes,32,Ġonly,0.000404
1,20799,nie,yes,yes,33,Ġthe,0.000372
1,20799,nie,yes,yes,34,Ġfollowing,0.001854
1,20799,nie,yes,yes,35,Ġconditions,0.016846
1,20799,nie,yes,yes,36,",",0.000370
1,20799,nie,yes,yes,37,Ġand,0.001511
1,20799,nie,yes,yes,38,Ġwithout,0.000900
1,20799,nie,yes,yes,39,Ġany,0.000797
1,20799,nie,yes,yes,40,Ġun,0.001999
1,20799,nie,yes,yes,41,mentioned,0.000122
1,20799,nie,yes,yes,42,Ġfactors,0.000645
1,20799,nie,yes,yes,43,Ġor,0.001259
1,20799,nie,yes,yes,44,Ġcausal,0.006042
1,20799,nie,yes,yes,45,Ġrelationships,0.008301
1,20799,nie,yes,yes,46,:,0.022461
1,20799,nie,yes,yes,47,ĠSmoking,0.008789
1,20799,nie,yes,yes,48,Ġhas,0.002823
1,20799,nie,yes,yes,49,Ġa,0.001007
1,20799,nie,yes,yes,50,Ġdirect,0.000471
1,20799,nie,yes,yes,51,Ġeffect,0.012329
1,20799,nie,yes,yes,52,Ġon,0.015442
1,20799,nie,yes,yes,53,Ġeffort,0.017822
1,20799,nie,yes,yes,54,Ġand,0.001099
1,20799,nie,yes,yes,55,Ġlact,0.005249
1,20799,nie,yes,yes,56,ose,0.000648
1,20799,nie,yes,yes,57,Ġintolerance,0.006958
1,20799,nie,yes,yes,58,.,0.017700
1,20799,nie,yes,yes,59,ĠEff,0.001556
1,20799,nie,yes,yes,60,ort,0.001671
1,20799,nie,yes,yes,61,Ġhas,0.000431
1,20799,nie,yes,yes,62,Ġa,0.000263
1,20799,nie,yes,yes,63,Ġdirect,0.001595
1,20799,nie,yes,yes,64,Ġeffect,0.002869
1,20799,nie,yes,yes,65,Ġon,0.004639
1,20799,nie,yes,yes,66,Ġlact,0.007812
1,20799,nie,yes,yes,67,ose,0.000045
1,20799,nie,yes,yes,68,Ġintolerance,0.004456
1,20799,nie,yes,yes,69,.,0.002548
1,20799,nie,yes,yes,70,ĠFor,0.000561
1,20799,nie,yes,yes,71,Ġnons,0.001747
1,20799,nie,yes,yes,72,m,0.010376
1,20799,nie,yes,yes,73,okers,0.009338
1,20799,nie,yes,yes,74,Ġand,0.000587
1,20799,nie,yes,yes,75,Ġare,0.001472
1,20799,nie,yes,yes,76,Ġlazy,0.004303
1,20799,nie,yes,yes,77,",",0.006958
1,20799,nie,yes,yes,78,Ġthe,0.001694
1,20799,nie,yes,yes,79,Ġprobability,0.005066
1,20799,nie,yes,yes,80,Ġof,0.002731
1,20799,nie,yes,yes,81,Ġbeing,0.001541
1,20799,nie,yes,yes,82,Ġlact,0.006470
1,20799,nie,yes,yes,83,ose,0.001297
1,20799,nie,yes,yes,84,Ġintoler,0.001198
1,20799,nie,yes,yes,85,ant,0.000086
1,20799,nie,yes,yes,86,Ġis,0.002121
1,20799,nie,yes,yes,87,Ġ,0.002365
1,20799,nie,yes,yes,88,5,0.001541
1,20799,nie,yes,yes,89,3,0.002335
1,20799,nie,yes,yes,90,%.,0.006836
1,20799,nie,yes,yes,91,ĠFor,0.004333
1,20799,nie,yes,yes,92,Ġnons,0.002075
1,20799,nie,yes,yes,93,m,0.001839
1,20799,nie,yes,yes,94,okers,0.004089
1,20799,nie,yes,yes,95,Ġand,0.003708
1,20799,nie,yes,yes,96,Ġare,0.005188
1,20799,nie,yes,yes,97,Ġhard,0.005096
1,20799,nie,yes,yes,98,-working,0.005371
1,20799,nie,yes,yes,99,",",0.000576
1,20799,nie,yes,yes,100,Ġthe,0.003113
1,20799,nie,yes,yes,101,Ġprobability,0.000828
1,20799,nie,yes,yes,102,Ġof,0.002350
1,20799,nie,yes,yes,103,Ġbeing,0.006165
1,20799,nie,yes,yes,104,Ġlact,0.009521
1,20799,nie,yes,yes,105,ose,0.003479
1,20799,nie,yes,yes,106,Ġintoler,0.000317
1,20799,nie,yes,yes,107,ant,0.002960
1,20799,nie,yes,yes,108,Ġis,0.000992
1,20799,nie,yes,yes,109,Ġ,0.000452
1,20799,nie,yes,yes,110,8,0.000374
1,20799,nie,yes,yes,111,5,0.000017
1,20799,nie,yes,yes,112,%.,0.001839
1,20799,nie,yes,yes,113,ĠFor,0.001060
1,20799,nie,yes,yes,114,Ġsmokers,0.007385
1,20799,nie,yes,yes,115,Ġand,0.002579
1,20799,nie,yes,yes,116,Ġare,0.005096
1,20799,nie,yes,yes,117,Ġlazy,0.001404
1,20799,nie,yes,yes,118,",",0.008911
1,20799,nie,yes,yes,119,Ġthe,0.005554
1,20799,nie,yes,yes,120,Ġprobability,0.006256
1,20799,nie,yes,yes,121,Ġof,0.015076
1,20799,nie,yes,yes,122,Ġbeing,0.004944
1,20799,nie,yes,yes,123,Ġlact,0.005676
1,20799,nie,yes,yes,124,ose,0.002121
1,20799,nie,yes,yes,125,Ġintoler,0.000372
1,20799,nie,yes,yes,126,ant,0.001488
1,20799,nie,yes,yes,127,Ġis,0.000710
1,20799,nie,yes,yes,128,Ġ,0.000717
1,20799,nie,yes,yes,129,2,0.000404
1,20799,nie,yes,yes,130,1,0.003021
1,20799,nie,yes,yes,131,%.,0.008362
1,20799,nie,yes,yes,132,ĠFor,0.000332
1,20799,nie,yes,yes,133,Ġsmokers,0.001404
1,20799,nie,yes,yes,134,Ġand,0.000500
1,20799,nie,yes,yes,135,Ġare,0.002777
1,20799,nie,yes,yes,136,Ġhard,0.000113
1,20799,nie,yes,yes,137,-working,0.001694
1,20799,nie,yes,yes,138,",",0.009583
1,20799,nie,yes,yes,139,Ġthe,0.001808
1,20799,nie,yes,yes,140,Ġprobability,0.003998
1,20799,nie,yes,yes,141,Ġof,0.005371
1,20799,nie,yes,yes,142,Ġbeing,0.003937
1,20799,nie,yes,yes,143,Ġlact,0.010986
1,20799,nie,yes,yes,144,ose,0.000423
1,20799,nie,yes,yes,145,Ġintoler,0.000916
1,20799,nie,yes,yes,146,ant,0.000759
1,20799,nie,yes,yes,147,Ġis,0.000208
1,20799,nie,yes,yes,148,Ġ,0.000507
1,20799,nie,yes,yes,149,5,0.000036
1,20799,nie,yes,yes,150,1,0.001511
1,20799,nie,yes,yes,151,%.,0.002228
1,20799,nie,yes,yes,152,ĠFor,0.004303
1,20799,nie,yes,yes,153,Ġnons,0.001740
1,20799,nie,yes,yes,154,m,0.017212
1,20799,nie,yes,yes,155,okers,0.001518
1,20799,nie,yes,yes,156,",",0.002762
1,20799,nie,yes,yes,157,Ġthe,0.002747
1,20799,nie,yes,yes,158,Ġprobability,0.000572
1,20799,nie,yes,yes,159,Ġof,0.001236
1,20799,nie,yes,yes,160,Ġbeing,0.000401
1,20799,nie,yes,yes,161,Ġhard,0.000568
1,20799,nie,yes,yes,162,-working,0.000866
1,20799,nie,yes,yes,163,Ġis,0.000159
1,20799,nie,yes,yes,164,Ġ,0.000037
1,20799,nie,yes,yes,165,7,0.000241
1,20799,nie,yes,yes,166,2,0.000664
1,20799,nie,yes,yes,167,%.,0.001701
1,20799,nie,yes,yes,168,ĠFor,0.001694
1,20799,nie,yes,yes,169,Ġsmokers,0.000763
1,20799,nie,yes,yes,170,",",0.001099
1,20799,nie,yes,yes,171,Ġthe,0.000117
1,20799,nie,yes,yes,172,Ġprobability,0.002365
1,20799,nie,yes,yes,173,Ġof,0.001015
1,20799,nie,yes,yes,174,Ġbeing,0.000519
1,20799,nie,yes,yes,175,Ġhard,0.000561
1,20799,nie,yes,yes,176,-working,0.000065
1,20799,nie,yes,yes,177,Ġis,0.001450
1,20799,nie,yes,yes,178,Ġ,0.001488
1,20799,nie,yes,yes,179,1,0.001190
1,20799,nie,yes,yes,180,%.,0.010742
1,20799,nie,yes,yes,181,ĠDoes,0.022949
1,20799,nie,yes,yes,182,Ġsmoking,0.004028
1,20799,nie,yes,yes,183,Ġnegatively,0.006317
1,20799,nie,yes,yes,184,Ġaffect,0.000538
1,20799,nie,yes,yes,185,Ġlact,0.004944
1,20799,nie,yes,yes,186,ose,0.007111
1,20799,nie,yes,yes,187,Ġintolerance,0.010315
1,20799,nie,yes,yes,188,Ġthrough,0.016602
1,20799,nie,yes,yes,189,Ġeffort,0.000553
1,20799,nie,yes,yes,190,?,0.012695
1,20799,nie,yes,yes,191,<|im_end|>,0.001839
1,20799,nie,yes,yes,192,Ċ,0.010315
1,20799,nie,yes,yes,193,<|im_start|>,0.003098
1,20799,nie,yes,yes,194,assistant,0.007568
1,20799,nie,yes,yes,195,Ċ,0.048340
2,20272,correlation,yes,yes,0,<|im_start|>,0.009094
2,20272,correlation,yes,yes,1,system,0.000113
2,20272,correlation,yes,yes,2,Ċ,0.002350
2,20272,correlation,yes,yes,3,Answer,0.033447
2,20272,correlation,yes,yes,4,Ġwith,0.043213
2,20272,correlation,yes,yes,5,Ġonly,0.016235
2,20272,correlation,yes,yes,6,Ġ',0.020142
2,20272,correlation,yes,yes,7,yes,0.004456
2,20272,correlation,yes,yes,8,',0.010925
2,20272,correlation,yes,yes,9,Ġor,0.047852
2,20272,correlation,yes,yes,10,Ġ',0.010681
2,20272,correlation,yes,yes,11,no,0.102051
2,20272,correlation,yes,yes,12,'.,0.033691
2,20272,correlation,yes,yes,13,ĠNo,0.011169
2,20272,correlation,yes,yes,14,Ġexplanation,0.016113
2,20272,correlation,yes,yes,15,.,0.009583
2,20272,correlation,yes,yes,16,ĠNo,0.001984
2,20272,correlation,yes,yes,17,Ġpunctuation,0.028076
2,20272,correlation,yes,yes,18,.,0.020752
2,20272,correlation,yes,yes,19,<|im_end|>,0.003220
2,20272,correlation,yes,yes,20,Ċ,0.000018
2,20272,correlation,yes,yes,21,<|im_start|>,0.000037
2,20272,correlation,yes,yes,22,user,0.002625
2,20272,correlation,yes,yes,23,Ċ,0.020752
2,20272,correlation,yes,yes,24,Imagine,0.002655
2,20272,correlation,yes,yes,25,Ġa,0.000725
2,20272,correlation,yes,yes,26,Ġself,0.002045
2,20272,correlation,yes,yes,27,-contained,0.005341
2,20272,correlation,yes,yes,28,",",0.000360
2,20272,correlation,yes,yes,29,Ġhypothetical,0.004730
2,20272,correlation,yes,yes,30,Ġworld,0.005035
2,20272,correlation,yes,yes,31,Ġwith,0.002823
2,20272,correlation,yes,yes,32,Ġonly,0.004333
2,20272,correlation,yes,yes,33,Ġthe,0.000095
2,20272,correlation,yes,yes,34,Ġfollowing,0.004242
2,20272,correlation,yes,yes,35,Ġconditions,0.012939
2,20272,correlation,yes,yes,36,",",0.001617
2,20272,correlation,yes,yes,37,Ġand,0.001564
2,20272,correlation,yes,yes,38,Ġwithout,0.002502
2,20272,correlation,yes,yes,39,Ġany,0.000965
2,20272,correlation,yes,yes,40,Ġun,0.006439
2,20272,correlation,yes,yes,41,mentioned,0.040039
2,20272,correlation,yes,yes,42,Ġfactors,0.008118
2,20272,correlation,yes,yes,43,Ġor,0.000122
2,20272,correlation,yes,yes,44,Ġcausal,0.001900
2,20272,correlation,yes,yes,45,Ġrelationships,0.004211
2,20272,correlation,yes,yes,46,:,0.010803
2,20272,correlation,yes,yes,47,ĠL,0.000557
2,20272,correlation,yes,yes,48,iking,0.003052
2,20272,correlation,yes,yes,49,Ġspicy,0.002731
2,20272,correlation,yes,yes,50,Ġfood,0.001564
2,20272,correlation,yes,yes,51,Ġhas,0.001495
2,20272,correlation,yes,yes,52,Ġa,0.001328
2,20272,correlation,yes,yes,53,Ġdirect,0.004456
2,20272,correlation,yes,yes,54,Ġeffect,0.006714
2,20272,correlation,yes,yes,55,Ġon,0.001419
2,20272,correlation,yes,yes,56,Ġparents,0.001122
2,20272,correlation,yes,yes,57,',0.001556
2,20272,correlation,yes,yes,58,Ġsocial,0.003235
2,20272,correlation,yes,yes,59,Ġstatus,0.003281
2,20272,correlation,yes,yes,60,Ġand,0.000024
2,20272,correlation,yes,yes,61,Ġchild,0.001045
2,20272,correlation,yes,yes,62,'s,0.002075
2,20272,correlation,yes,yes,63,Ġintelligence,0.002350
2,20272,correlation,yes,yes,64,.,0.005188
2,20272,correlation,yes,yes,65,ĠOther,0.003555
2,20272,correlation,yes,yes,66,Ġun,0.003799
2,20272,correlation,yes,yes,67,obs,0.014221
2,20272,correlation,yes,yes,68,erved,0.003555
2,20272,correlation,yes,yes,69,Ġfactors,0.014282
2,20272,correlation,yes,yes,70,Ġhas,0.004089
2,20272,correlation,yes,yes,71,Ġa,0.000102
2,20272,correlation,yes,yes,72,Ġdirect,0.000460
2,20272,correlation,yes,yes,73,Ġeffect,0.005310
2,20272,correlation,yes,yes,74,Ġon,0.000355
2,20272,correlation,yes,yes,75,Ġparents,0.000334
2,20272,correlation,yes,yes,76,',0.003845
2,20272,correlation,yes,yes,77,Ġsocial,0.000273
2,20272,correlation,yes,yes,78,Ġstatus,0.000824
2,20272,correlation,yes,yes,79,Ġand,0.000032
2,20272,correlation,yes,yes,80,Ġchild,0.001617
2,20272,correlation,yes,yes,81,'s,0.002106
2,20272,correlation,yes,yes,82,Ġintelligence,0.000759
2,20272,correlation,yes,yes,83,.,0.002243
2,20272,correlation,yes,yes,84,ĠParents,0.000961
2,20272,correlation,yes,yes,85,',0.000748
2,20272,correlation,yes,yes,86,Ġsocial,0.002472
2,20272,correlation,yes,yes,87,Ġstatus,0.002731
2,20272,correlation,yes,yes,88,Ġhas,0.001617
2,20272,correlation,yes,yes,89,Ġa,0.000797
2,20272,correlation,yes,yes,90,Ġdirect,0.001266
2,20272,correlation,yes,yes,91,Ġeffect,0.003189
2,20272,correlation,yes,yes,92,Ġon,0.000805
2,20272,correlation,yes,yes,93,Ġchild,0.002563
2,20272,correlation,yes,yes,94,'s,0.002884
2,20272,correlation,yes,yes,95,Ġintelligence,0.000301
2,20272,correlation,yes,yes,96,.,0.002625
2,20272,correlation,yes,yes,97,ĠOther,0.013855
2,20272,correlation,yes,yes,98,Ġun,0.026367
2,20272,correlation,yes,yes,99,obs,0.003967
2,20272,correlation,yes,yes,100,erved,0.001945
2,20272,correlation,yes,yes,101,Ġfactors,0.002502
2,20272,correlation,yes,yes,102,Ġis,0.001312
2,20272,correlation,yes,yes,103,Ġun,0.001968
2,20272,correlation,yes,yes,104,obs,0.001678
2,20272,correlation,yes,yes,105,erved,0.001724
2,20272,correlation,yes,yes,106,.,0.003845
2,20272,correlation,yes,yes,107,ĠThe,0.001068
2,20272,correlation,yes,yes,108,Ġoverall,0.000311
2,20272,correlation,yes,yes,109,Ġprobability,0.005981
2,20272,correlation,yes,yes,110,Ġof,0.007690
2,20272,correlation,yes,yes,111,Ġliking,0.002426
2,20272,correlation,yes,yes,112,Ġspicy,0.001442
2,20272,correlation,yes,yes,113,Ġfood,0.003494
2,20272,correlation,yes,yes,114,Ġis,0.002274
2,20272,correlation,yes,yes,115,Ġ,0.000216
2,20272,correlation,yes,yes,116,4,0.001167
2,20272,correlation,yes,yes,117,2,0.003799
2,20272,correlation,yes,yes,118,%.,0.000530
2,20272,correlation,yes,yes,119,ĠThe,0.000648
2,20272,correlation,yes,yes,120,Ġprobability,0.003235
2,20272,correlation,yes,yes,121,Ġof,0.004547
2,20272,correlation,yes,yes,122,Ġnot,0.005066
2,20272,correlation,yes,yes,123,Ġliking,0.000381
2,20272,correlation,yes,yes,124,Ġspicy,0.001640
2,20272,correlation,yes,yes,125,Ġfood,0.002167
2,20272,correlation,yes,yes,126,Ġand,0.002365
2,20272,correlation,yes,yes,127,Ġintelligent,0.000507
2,20272,correlation,yes,yes,128,Ġchild,0.000237
2,20272,correlation,yes,yes,129,Ġis,0.001526
2,20272,correlation,yes,yes,130,Ġ,0.000896
2,20272,correlation,yes,yes,131,2,0.001587
2,20272,correlation,yes,yes,132,0,0.001595
2,20272,correlation,yes,yes,133,%.,0.006073
2,20272,correlation,yes,yes,134,ĠThe,0.000469
2,20272,correlation,yes,yes,135,Ġprobability,0.000202
2,20272,correlation,yes,yes,136,Ġof,0.003052
2,20272,correlation,yes,yes,137,Ġliking,0.001549
2,20272,correlation,yes,yes,138,Ġspicy,0.001282
2,20272,correlation,yes,yes,139,Ġfood,0.002563
2,20272,correlation,yes,yes,140,Ġand,0.004913
2,20272,correlation,yes,yes,141,Ġintelligent,0.002823
2,20272,correlation,yes,yes,142,Ġchild,0.000751
2,20272,correlation,yes,yes,143,Ġis,0.003403
2,20272,correlation,yes,yes,144,Ġ,0.000580
2,20272,correlation,yes,yes,145,3,0.001045
2,20272,correlation,yes,yes,146,1,0.001793
2,20272,correlation,yes,yes,147,%.,0.006073
2,20272,correlation,yes,yes,148,ĠIs,0.002167
2,20272,correlation,yes,yes,149,Ġthe,0.002792
2,20272,correlation,yes,yes,150,Ġchance,0.008179
2,20272,correlation,yes,yes,151,Ġof,0.006775
2,20272,correlation,yes,yes,152,Ġintelligent,0.011841
2,20272,correlation,yes,yes,153,Ġchild,0.003616
2,20272,correlation,yes,yes,154,Ġlarger,0.018188
2,20272,correlation,yes,yes,155,Ġwhen,0.019409
2,20272,correlation,yes,yes,156,Ġobserving,0.001678
2,20272,correlation,yes,yes,157,Ġliking,0.003586
2,20272,correlation,yes,yes,158,Ġspicy,0.000086
2,20272,correlation,yes,yes,159,Ġfood,0.000360
2,20272,correlation,yes,yes,160,?,0.018433
2,20272,correlation,yes,yes,161,<|im_end|>,0.001877
2,20272,correlation,yes,yes,162,Ċ,0.005646
2,20272,correlation,yes,yes,163,<|im_start|>,0.001671
2,20272,correlation,yes,yes,164,assistant,0.015564
2,20272,correlation,yes,yes,165,Ċ,0.025024
3,12013,ate,no,no,0,<|im_start|>,0.000149
3,12013,ate,no,no,1,system,0.001968
3,12013,ate,no,no,2,Ċ,0.013306
3,12013,ate,no,no,3,Answer,0.002029
3,12013,ate,no,no,4,Ġwith,0.079102
3,12013,ate,no,no,5,Ġonly,0.029419
3,12013,ate,no,no,6,Ġ',0.078613
3,12013,ate,no,no,7,yes,0.013733
3,12013,ate,no,no,8,',0.028809
3,12013,ate,no,no,9,Ġor,0.013367
3,12013,ate,no,no,10,Ġ',0.028931
3,12013,ate,no,no,11,no,0.032959
3,12013,ate,no,no,12,'.,0.028442
3,12013,ate,no,no,13,ĠNo,0.013489
3,12013,ate,no,no,14,Ġexplanation,0.013916
3,12013,ate,no,no,15,.,0.010071
3,12013,ate,no,no,16,ĠNo,0.001854
3,12013,ate,no,no,17,Ġpunctuation,0.008972
3,12013,ate,no,no,18,.,0.016846
3,12013,ate,no,no,19,<|im_end|>,0.006500
3,12013,ate,no,no,20,Ċ,0.009766
3,12013,ate,no,no,21,<|im_start|>,0.004395
3,12013,ate,no,no,22,user,0.007080
3,12013,ate,no,no,23,Ċ,0.009949
3,12013,ate,no,no,24,Imagine,0.000200
3,12013,ate,no,no,25,Ġa,0.000767
3,12013,ate,no,no,26,Ġself,0.003052
3,12013,ate,no,no,27,-contained,0.005768
3,12013,ate,no,no,28,",",0.002945
3,12013,ate,no,no,29,Ġhypothetical,0.006470
3,12013,ate,no,no,30,Ġworld,0.012268
3,12013,ate,no,no,31,Ġwith,0.002090
3,12013,ate,no,no,32,Ġonly,0.002853
3,12013,ate,no,no,33,Ġthe,0.002808
3,12013,ate,no,no,34,Ġfollowing,0.012756
3,12013,ate,no,no,35,Ġconditions,0.014526
3,12013,ate,no,no,36,",",0.006531
3,12013,ate,no,no,37,Ġand,0.002045
3,12013,ate,no,no,38,Ġwithout,0.000159
3,12013,ate,no,no,39,Ġany,0.003342
3,12013,ate,no,no,40,Ġun,0.001511
3,12013,ate,no,no,41,mentioned,0.000087
3,12013,ate,no,no,42,Ġfactors,0.017578
3,12013,ate,no,no,43,Ġor,0.001900
3,12013,ate,no,no,44,Ġcausal,0.000351
3,12013,ate,no,no,45,Ġrelationships,0.003082
3,12013,ate,no,no,46,:,0.008423
3,12013,ate,no,no,47,ĠSmoking,0.015991
3,12013,ate,no,no,48,Ġhas,0.000057
3,12013,ate,no,no,49,Ġa,0.001343
3,12013,ate,no,no,50,Ġdirect,0.006134
3,12013,ate,no,no,51,Ġeffect,0.000801
3,12013,ate,no,no,52,Ġon,0.002228
3,12013,ate,no,no,53,Ġtar,0.008606
3,12013,ate,no,no,54,Ġdeposit,0.006592
3,12013,ate,no,no,55,.,0.009155
3,12013,ate,no,no,56,ĠTar,0.004028
3,12013,ate,no,no,57,Ġdeposit,0.006195
3,12013,ate,no,no,58,Ġhas,0.003082
3,12013,ate,no,no,59,Ġa,0.000717
