example_idx,question_id,query_type,gold,pred,pos,token,saliency
0,11856,ate,yes,yes,46,:,0.008179
0,11856,ate,yes,yes,47,ĠSmoking,0.007690
0,11856,ate,yes,yes,48,Ġhas,0.003250
0,11856,ate,yes,yes,49,Ġa,0.002106
0,11856,ate,yes,yes,50,Ġdirect,0.008484
0,11856,ate,yes,yes,51,Ġeffect,0.023315
0,11856,ate,yes,yes,52,Ġon,0.004303
0,11856,ate,yes,yes,53,Ġtar,0.000101
0,11856,ate,yes,yes,54,Ġdeposit,0.003143
0,11856,ate,yes,yes,55,.,0.012512
0,11856,ate,yes,yes,56,ĠTar,0.000908
0,11856,ate,yes,yes,57,Ġdeposit,0.001068
0,11856,ate,yes,yes,58,Ġhas,0.000075
0,11856,ate,yes,yes,59,Ġa,0.000580
0,11856,ate,yes,yes,60,Ġdirect,0.006378
0,11856,ate,yes,yes,61,Ġeffect,0.001884
0,11856,ate,yes,yes,62,Ġon,0.007111
0,11856,ate,yes,yes,63,Ġlung,0.000086
0,11856,ate,yes,yes,64,Ġcancer,0.001328
0,11856,ate,yes,yes,65,.,0.009277
0,11856,ate,yes,yes,66,ĠFor,0.005554
0,11856,ate,yes,yes,67,Ġnons,0.009155
0,11856,ate,yes,yes,68,m,0.003815
0,11856,ate,yes,yes,69,okers,0.001030
0,11856,ate,yes,yes,70,",",0.003571
0,11856,ate,yes,yes,71,Ġthe,0.001091
0,11856,ate,yes,yes,72,Ġprobability,0.006805
0,11856,ate,yes,yes,73,Ġof,0.004639
0,11856,ate,yes,yes,74,Ġlung,0.004578
0,11856,ate,yes,yes,75,Ġcancer,0.004852
0,11856,ate,yes,yes,76,Ġis,0.002075
0,11856,ate,yes,yes,77,Ġ,0.001953
0,11856,ate,yes,yes,78,3,0.005951
0,11856,ate,yes,yes,79,6,0.003647
0,11856,ate,yes,yes,80,%.,0.001213
0,11856,ate,yes,yes,81,ĠFor,0.004150
0,11856,ate,yes,yes,82,Ġsmokers,0.008118
0,11856,ate,yes,yes,83,",",0.005737
0,11856,ate,yes,yes,84,Ġthe,0.002213
0,11856,ate,yes,yes,85,Ġprobability,0.006104
0,11856,ate,yes,yes,86,Ġof,0.001984
0,11856,ate,yes,yes,87,Ġlung,0.002121
0,11856,ate,yes,yes,88,Ġcancer,0.000131
0,11856,ate,yes,yes,89,Ġis,0.004395
0,11856,ate,yes,yes,90,Ġ,0.001823
0,11856,ate,yes,yes,91,5,0.003113
0,11856,ate,yes,yes,92,7,0.001083
0,11856,ate,yes,yes,93,%.,0.009033
0,11856,ate,yes,yes,94,ĠWill,0.036377
0,11856,ate,yes,yes,95,Ġsmoking,0.018066
0,11856,ate,yes,yes,96,Ġincrease,0.017578
0,11856,ate,yes,yes,97,Ġthe,0.004028
0,11856,ate,yes,yes,98,Ġchance,0.020020
0,11856,ate,yes,yes,99,Ġof,0.007233
0,11856,ate,yes,yes,100,Ġlung,0.002243
0,11856,ate,yes,yes,101,Ġcancer,0.002075
0,11856,ate,yes,yes,102,?,0.049072
0,11856,ate,yes,yes,103,<|im_end|>,0.002380
0,11856,ate,yes,yes,104,Ċ,0.027222
0,11856,ate,yes,yes,105,<|im_start|>,0.007690
0,11856,ate,yes,yes,106,assistant,0.002365
0,11856,ate,yes,yes,107,Ċ,0.017212
1,20799,nie,yes,yes,0,<|im_start|>,0.000075
1,20799,nie,yes,yes,1,system,0.001434
1,20799,nie,yes,yes,2,Ċ,0.013733
1,20799,nie,yes,yes,3,Answer,0.025024
1,20799,nie,yes,yes,4,Ġwith,0.014404
1,20799,nie,yes,yes,5,Ġonly,0.009033
1,20799,nie,yes,yes,6,Ġ',0.022339
1,20799,nie,yes,yes,7,yes,0.052734
1,20799,nie,yes,yes,8,',0.000526
1,20799,nie,yes,yes,9,Ġor,0.000515
1,20799,nie,yes,yes,10,Ġ',0.008240
1,20799,nie,yes,yes,11,no,0.011108
1,20799,nie,yes,yes,12,'.,0.003464
1,20799,nie,yes,yes,13,ĠNo,0.000429
1,20799,nie,yes,yes,14,Ġexplanation,0.000275
1,20799,nie,yes,yes,15,.,0.004669
1,20799,nie,yes,yes,16,ĠNo,0.001564
1,20799,nie,yes,yes,17,Ġpunctuation,0.003754
1,20799,nie,yes,yes,18,.,0.003998
1,20799,nie,yes,yes,19,<|im_end|>,0.000595
1,20799,nie,yes,yes,20,Ċ,0.008789
1,20799,nie,yes,yes,21,<|im_start|>,0.002640
1,20799,nie,yes,yes,22,user,0.006165
1,20799,nie,yes,yes,23,Ċ,0.002716
1,20799,nie,yes,yes,24,Imagine,0.001945
1,20799,nie,yes,yes,25,Ġa,0.004272
1,20799,nie,yes,yes,26,Ġself,0.002426
1,20799,nie,yes,yes,27,-contained,0.003937
1,20799,nie,yes,yes,28,",",0.002167
1,20799,nie,yes,yes,29,Ġhypothetical,0.004700
1,20799,nie,yes,yes,30,Ġworld,0.012268
1,20799,nie,yes,yes,31,Ġwith,0.003998
1,20799,nie,yes,yes,32,Ġonly,0.004791
1,20799,nie,yes,yes,33,Ġthe,0.005981
1,20799,nie,yes,yes,34,Ġfollowing,0.004028
1,20799,nie,yes,yes,35,Ġconditions,0.007416
1,20799,nie,yes,yes,36,",",0.001198
1,20799,nie,yes,yes,37,Ġand,0.001076
1,20799,nie,yes,yes,38,Ġwithout,0.000366
1,20799,nie,yes,yes,39,Ġany,0.001282
1,20799,nie,yes,yes,40,Ġun,0.000368
1,20799,nie,yes,yes,41,mentioned,0.002716
1,20799,nie,yes,yes,42,Ġfactors,0.000935
1,20799,nie,yes,yes,43,Ġor,0.000340
1,20799,nie,yes,yes,44,Ġcausal,0.002502
1,20799,nie,yes,yes,45,Ġrelationships,0.002991
1,20799,nie,yes,yes,46,:,0.012512
1,20799,nie,yes,yes,47,ĠSmoking,0.002533
1,20799,nie,yes,yes,48,Ġhas,0.008911
1,20799,nie,yes,yes,49,Ġa,0.001572
1,20799,nie,yes,yes,50,Ġdirect,0.000519
1,20799,nie,yes,yes,51,Ġeffect,0.006927
1,20799,nie,yes,yes,52,Ġon,0.004486
1,20799,nie,yes,yes,53,Ġeffort,0.005096
1,20799,nie,yes,yes,54,Ġand,0.000717
1,20799,nie,yes,yes,55,Ġlact,0.000246
1,20799,nie,yes,yes,56,ose,0.006897
1,20799,nie,yes,yes,57,Ġintolerance,0.015137
1,20799,nie,yes,yes,58,.,0.009216
1,20799,nie,yes,yes,59,ĠEff,0.005005
1,20799,nie,yes,yes,60,ort,0.002808
1,20799,nie,yes,yes,61,Ġhas,0.002380
1,20799,nie,yes,yes,62,Ġa,0.002136
1,20799,nie,yes,yes,63,Ġdirect,0.002533
1,20799,nie,yes,yes,64,Ġeffect,0.005249
1,20799,nie,yes,yes,65,Ġon,0.008606
1,20799,nie,yes,yes,66,Ġlact,0.004700
1,20799,nie,yes,yes,67,ose,0.003586
1,20799,nie,yes,yes,68,Ġintolerance,0.002914
1,20799,nie,yes,yes,69,.,0.009094
1,20799,nie,yes,yes,70,ĠFor,0.003204
1,20799,nie,yes,yes,71,Ġnons,0.009094
1,20799,nie,yes,yes,72,m,0.003586
1,20799,nie,yes,yes,73,okers,0.000194
1,20799,nie,yes,yes,74,Ġand,0.010254
1,20799,nie,yes,yes,75,Ġare,0.025146
1,20799,nie,yes,yes,76,Ġlazy,0.008179
1,20799,nie,yes,yes,77,",",0.000519
1,20799,nie,yes,yes,78,Ġthe,0.006409
1,20799,nie,yes,yes,79,Ġprobability,0.002090
1,20799,nie,yes,yes,80,Ġof,0.001808
1,20799,nie,yes,yes,81,Ġbeing,0.004486
1,20799,nie,yes,yes,82,Ġlact,0.000607
1,20799,nie,yes,yes,83,ose,0.000660
1,20799,nie,yes,yes,84,Ġintoler,0.005157
1,20799,nie,yes,yes,85,ant,0.003586
1,20799,nie,yes,yes,86,Ġis,0.001663
1,20799,nie,yes,yes,87,Ġ,0.003906
1,20799,nie,yes,yes,88,5,0.002243
1,20799,nie,yes,yes,89,3,0.007050
1,20799,nie,yes,yes,90,%.,0.004791
1,20799,nie,yes,yes,91,ĠFor,0.000774
1,20799,nie,yes,yes,92,Ġnons,0.001984
1,20799,nie,yes,yes,93,m,0.001564
1,20799,nie,yes,yes,94,okers,0.002274
1,20799,nie,yes,yes,95,Ġand,0.008057
1,20799,nie,yes,yes,96,Ġare,0.004822
1,20799,nie,yes,yes,97,Ġhard,0.002243
1,20799,nie,yes,yes,98,-working,0.000504
1,20799,nie,yes,yes,99,",",0.004181
1,20799,nie,yes,yes,100,Ġthe,0.000256
1,20799,nie,yes,yes,101,Ġprobability,0.000188
1,20799,nie,yes,yes,102,Ġof,0.000452
1,20799,nie,yes,yes,103,Ġbeing,0.007233
1,20799,nie,yes,yes,104,Ġlact,0.000793
1,20799,nie,yes,yes,105,ose,0.000215
1,20799,nie,yes,yes,106,Ġintoler,0.003067
1,20799,nie,yes,yes,107,ant,0.003479
1,20799,nie,yes,yes,108,Ġis,0.002533
1,20799,nie,yes,yes,109,Ġ,0.002502
1,20799,nie,yes,yes,110,8,0.001930
1,20799,nie,yes,yes,111,5,0.000736
1,20799,nie,yes,yes,112,%.,0.000282
1,20799,nie,yes,yes,113,ĠFor,0.000870
1,20799,nie,yes,yes,114,Ġsmokers,0.001053
1,20799,nie,yes,yes,115,Ġand,0.001160
1,20799,nie,yes,yes,116,Ġare,0.001083
1,20799,nie,yes,yes,117,Ġlazy,0.003479
1,20799,nie,yes,yes,118,",",0.001678
1,20799,nie,yes,yes,119,Ġthe,0.001305
1,20799,nie,yes,yes,120,Ġprobability,0.000340
1,20799,nie,yes,yes,121,Ġof,0.000111
1,20799,nie,yes,yes,122,Ġbeing,0.001740
1,20799,nie,yes,yes,123,Ġlact,0.000364
1,20799,nie,yes,yes,124,ose,0.001083
1,20799,nie,yes,yes,125,Ġintoler,0.000813
1,20799,nie,yes,yes,126,ant,0.001205
1,20799,nie,yes,yes,127,Ġis,0.003738
1,20799,nie,yes,yes,128,Ġ,0.001457
1,20799,nie,yes,yes,129,2,0.003021
1,20799,nie,yes,yes,130,1,0.001648
1,20799,nie,yes,yes,131,%.,0.006897
1,20799,nie,yes,yes,132,ĠFor,0.003738
1,20799,nie,yes,yes,133,Ġsmokers,0.000381
1,20799,nie,yes,yes,134,Ġand,0.002777
1,20799,nie,yes,yes,135,Ġare,0.002884
1,20799,nie,yes,yes,136,Ġhard,0.002640
1,20799,nie,yes,yes,137,-working,0.002167
1,20799,nie,yes,yes,138,",",0.008667
1,20799,nie,yes,yes,139,Ġthe,0.000082
1,20799,nie,yes,yes,140,Ġprobability,0.002686
1,20799,nie,yes,yes,141,Ġof,0.001457
1,20799,nie,yes,yes,142,Ġbeing,0.000133
1,20799,nie,yes,yes,143,Ġlact,0.001190
1,20799,nie,yes,yes,144,ose,0.000767
1,20799,nie,yes,yes,145,Ġintoler,0.000504
1,20799,nie,yes,yes,146,ant,0.001343
1,20799,nie,yes,yes,147,Ġis,0.002869
1,20799,nie,yes,yes,148,Ġ,0.002243
1,20799,nie,yes,yes,149,5,0.001778
1,20799,nie,yes,yes,150,1,0.008911
1,20799,nie,yes,yes,151,%.,0.004242
1,20799,nie,yes,yes,152,ĠFor,0.001289
1,20799,nie,yes,yes,153,Ġnons,0.001015
1,20799,nie,yes,yes,154,m,0.003128
1,20799,nie,yes,yes,155,okers,0.002167
1,20799,nie,yes,yes,156,",",0.004303
1,20799,nie,yes,yes,157,Ġthe,0.000946
1,20799,nie,yes,yes,158,Ġprobability,0.005249
1,20799,nie,yes,yes,159,Ġof,0.001999
1,20799,nie,yes,yes,160,Ġbeing,0.000999
1,20799,nie,yes,yes,161,Ġhard,0.012817
1,20799,nie,yes,yes,162,-working,0.004028
1,20799,nie,yes,yes,163,Ġis,0.010559
1,20799,nie,yes,yes,164,Ġ,0.000904
1,20799,nie,yes,yes,165,7,0.004181
1,20799,nie,yes,yes,166,2,0.002228
1,20799,nie,yes,yes,167,%.,0.001640
1,20799,nie,yes,yes,168,ĠFor,0.000538
1,20799,nie,yes,yes,169,Ġsmokers,0.004486
1,20799,nie,yes,yes,170,",",0.000904
1,20799,nie,yes,yes,171,Ġthe,0.000862
1,20799,nie,yes,yes,172,Ġprobability,0.013000
1,20799,nie,yes,yes,173,Ġof,0.005402
1,20799,nie,yes,yes,174,Ġbeing,0.009399
1,20799,nie,yes,yes,175,Ġhard,0.006561
1,20799,nie,yes,yes,176,-working,0.002274
1,20799,nie,yes,yes,177,Ġis,0.008972
1,20799,nie,yes,yes,178,Ġ,0.002731
1,20799,nie,yes,yes,179,1,0.003006
1,20799,nie,yes,yes,180,%.,0.075195
1,20799,nie,yes,yes,181,ĠDoes,0.000469
1,20799,nie,yes,yes,182,Ġsmoking,0.007935
1,20799,nie,yes,yes,183,Ġnegatively,0.015991
1,20799,nie,yes,yes,184,Ġaffect,0.032227
1,20799,nie,yes,yes,185,Ġlact,0.000042
1,20799,nie,yes,yes,186,ose,0.012878
1,20799,nie,yes,yes,187,Ġintolerance,0.004395
1,20799,nie,yes,yes,188,Ġthrough,0.041260
1,20799,nie,yes,yes,189,Ġeffort,0.006561
1,20799,nie,yes,yes,190,?,0.012634
1,20799,nie,yes,yes,191,<|im_end|>,0.003098
1,20799,nie,yes,yes,192,Ċ,0.021729
1,20799,nie,yes,yes,193,<|im_start|>,0.000843
1,20799,nie,yes,yes,194,assistant,0.000702
1,20799,nie,yes,yes,195,Ċ,0.015442
2,20272,correlation,yes,yes,0,<|im_start|>,0.003281
2,20272,correlation,yes,yes,1,system,0.000177
2,20272,correlation,yes,yes,2,Ċ,0.017456
2,20272,correlation,yes,yes,3,Answer,0.042236
2,20272,correlation,yes,yes,4,Ġwith,0.017944
2,20272,correlation,yes,yes,5,Ġonly,0.008667
2,20272,correlation,yes,yes,6,Ġ',0.006866
2,20272,correlation,yes,yes,7,yes,0.081543
2,20272,correlation,yes,yes,8,',0.004150
2,20272,correlation,yes,yes,9,Ġor,0.002121
2,20272,correlation,yes,yes,10,Ġ',0.003769
2,20272,correlation,yes,yes,11,no,0.000362
2,20272,correlation,yes,yes,12,'.,0.012085
2,20272,correlation,yes,yes,13,ĠNo,0.006927
2,20272,correlation,yes,yes,14,Ġexplanation,0.000935
2,20272,correlation,yes,yes,15,.,0.003738
2,20272,correlation,yes,yes,16,ĠNo,0.000664
2,20272,correlation,yes,yes,17,Ġpunctuation,0.003632
2,20272,correlation,yes,yes,18,.,0.000376
2,20272,correlation,yes,yes,19,<|im_end|>,0.001228
2,20272,correlation,yes,yes,20,Ċ,0.019531
2,20272,correlation,yes,yes,21,<|im_start|>,0.002075
2,20272,correlation,yes,yes,22,user,0.007507
2,20272,correlation,yes,yes,23,Ċ,0.007050
2,20272,correlation,yes,yes,24,Imagine,0.002151
2,20272,correlation,yes,yes,25,Ġa,0.003815
2,20272,correlation,yes,yes,26,Ġself,0.002838
2,20272,correlation,yes,yes,27,-contained,0.002609
2,20272,correlation,yes,yes,28,",",0.004486
2,20272,correlation,yes,yes,29,Ġhypothetical,0.011292
2,20272,correlation,yes,yes,30,Ġworld,0.011292
2,20272,correlation,yes,yes,31,Ġwith,0.000132
2,20272,correlation,yes,yes,32,Ġonly,0.002304
2,20272,correlation,yes,yes,33,Ġthe,0.003815
2,20272,correlation,yes,yes,34,Ġfollowing,0.001625
2,20272,correlation,yes,yes,35,Ġconditions,0.007416
2,20272,correlation,yes,yes,36,",",0.002777
2,20272,correlation,yes,yes,37,Ġand,0.000075
2,20272,correlation,yes,yes,38,Ġwithout,0.002411
2,20272,correlation,yes,yes,39,Ġany,0.000067
2,20272,correlation,yes,yes,40,Ġun,0.001694
2,20272,correlation,yes,yes,41,mentioned,0.003937
2,20272,correlation,yes,yes,42,Ġfactors,0.002243
2,20272,correlation,yes,yes,43,Ġor,0.000927
2,20272,correlation,yes,yes,44,Ġcausal,0.005829
2,20272,correlation,yes,yes,45,Ġrelationships,0.003967
2,20272,correlation,yes,yes,46,:,0.016602
2,20272,correlation,yes,yes,47,ĠL,0.001472
2,20272,correlation,yes,yes,48,iking,0.021973
2,20272,correlation,yes,yes,49,Ġspicy,0.011475
2,20272,correlation,yes,yes,50,Ġfood,0.010437
2,20272,correlation,yes,yes,51,Ġhas,0.003418
2,20272,correlation,yes,yes,52,Ġa,0.001205
2,20272,correlation,yes,yes,53,Ġdirect,0.014648
2,20272,correlation,yes,yes,54,Ġeffect,0.023560
2,20272,correlation,yes,yes,55,Ġon,0.000858
2,20272,correlation,yes,yes,56,Ġparents,0.008423
2,20272,correlation,yes,yes,57,',0.000507
2,20272,correlation,yes,yes,58,Ġsocial,0.002777
2,20272,correlation,yes,yes,59,Ġstatus,0.018066
2,20272,correlation,yes,yes,60,Ġand,0.000916
2,20272,correlation,yes,yes,61,Ġchild,0.000538
2,20272,correlation,yes,yes,62,'s,0.008484
2,20272,correlation,yes,yes,63,Ġintelligence,0.004181
2,20272,correlation,yes,yes,64,.,0.003082
2,20272,correlation,yes,yes,65,ĠOther,0.000023
2,20272,correlation,yes,yes,66,Ġun,0.002914
2,20272,correlation,yes,yes,67,obs,0.006531
2,20272,correlation,yes,yes,68,erved,0.001266
2,20272,correlation,yes,yes,69,Ġfactors,0.008850
2,20272,correlation,yes,yes,70,Ġhas,0.002350
2,20272,correlation,yes,yes,71,Ġa,0.000196
2,20272,correlation,yes,yes,72,Ġdirect,0.003326
2,20272,correlation,yes,yes,73,Ġeffect,0.012146
2,20272,correlation,yes,yes,74,Ġon,0.005402
2,20272,correlation,yes,yes,75,Ġparents,0.004913
2,20272,correlation,yes,yes,76,',0.004425
2,20272,correlation,yes,yes,77,Ġsocial,0.003281
2,20272,correlation,yes,yes,78,Ġstatus,0.001488
2,20272,correlation,yes,yes,79,Ġand,0.002197
2,20272,correlation,yes,yes,80,Ġchild,0.000148
2,20272,correlation,yes,yes,81,'s,0.001129
2,20272,correlation,yes,yes,82,Ġintelligence,0.000060
2,20272,correlation,yes,yes,83,.,0.000721
2,20272,correlation,yes,yes,84,ĠParents,0.003448
2,20272,correlation,yes,yes,85,',0.005859
2,20272,correlation,yes,yes,86,Ġsocial,0.000218
2,20272,correlation,yes,yes,87,Ġstatus,0.000656
2,20272,correlation,yes,yes,88,Ġhas,0.001366
2,20272,correlation,yes,yes,89,Ġa,0.001717
2,20272,correlation,yes,yes,90,Ġdirect,0.000067
2,20272,correlation,yes,yes,91,Ġeffect,0.002243
2,20272,correlation,yes,yes,92,Ġon,0.004364
2,20272,correlation,yes,yes,93,Ġchild,0.001488
2,20272,correlation,yes,yes,94,'s,0.003998
2,20272,correlation,yes,yes,95,Ġintelligence,0.003281
2,20272,correlation,yes,yes,96,.,0.000568
2,20272,correlation,yes,yes,97,ĠOther,0.004608
2,20272,correlation,yes,yes,98,Ġun,0.002457
2,20272,correlation,yes,yes,99,obs,0.000668
2,20272,correlation,yes,yes,100,erved,0.000820
2,20272,correlation,yes,yes,101,Ġfactors,0.002243
2,20272,correlation,yes,yes,102,Ġis,0.003555
2,20272,correlation,yes,yes,103,Ġun,0.001297
2,20272,correlation,yes,yes,104,obs,0.001236
2,20272,correlation,yes,yes,105,erved,0.000458
2,20272,correlation,yes,yes,106,.,0.003372
2,20272,correlation,yes,yes,107,ĠThe,0.005890
2,20272,correlation,yes,yes,108,Ġoverall,0.002792
2,20272,correlation,yes,yes,109,Ġprobability,0.005646
2,20272,correlation,yes,yes,110,Ġof,0.007294
2,20272,correlation,yes,yes,111,Ġliking,0.010925
2,20272,correlation,yes,yes,112,Ġspicy,0.004913
2,20272,correlation,yes,yes,113,Ġfood,0.006439
2,20272,correlation,yes,yes,114,Ġis,0.002899
2,20272,correlation,yes,yes,115,Ġ,0.000629
2,20272,correlation,yes,yes,116,4,0.006775
2,20272,correlation,yes,yes,117,2,0.004089
2,20272,correlation,yes,yes,118,%.,0.001610
2,20272,correlation,yes,yes,119,ĠThe,0.001831
2,20272,correlation,yes,yes,120,Ġprobability,0.000187
2,20272,correlation,yes,yes,121,Ġof,0.002625
2,20272,correlation,yes,yes,122,Ġnot,0.003342
2,20272,correlation,yes,yes,123,Ġliking,0.013428
2,20272,correlation,yes,yes,124,Ġspicy,0.004486
2,20272,correlation,yes,yes,125,Ġfood,0.006042
2,20272,correlation,yes,yes,126,Ġand,0.003738
2,20272,correlation,yes,yes,127,Ġintelligent,0.002625
2,20272,correlation,yes,yes,128,Ġchild,0.016235
2,20272,correlation,yes,yes,129,Ġis,0.002823
2,20272,correlation,yes,yes,130,Ġ,0.002899
2,20272,correlation,yes,yes,131,2,0.005646
2,20272,correlation,yes,yes,132,0,0.009644
2,20272,correlation,yes,yes,133,%.,0.000854
2,20272,correlation,yes,yes,134,ĠThe,0.002197
2,20272,correlation,yes,yes,135,Ġprobability,0.004486
2,20272,correlation,yes,yes,136,Ġof,0.001938
2,20272,correlation,yes,yes,137,Ġliking,0.000205
2,20272,correlation,yes,yes,138,Ġspicy,0.005096
2,20272,correlation,yes,yes,139,Ġfood,0.007263
2,20272,correlation,yes,yes,140,Ġand,0.001060
2,20272,correlation,yes,yes,141,Ġintelligent,0.001236
2,20272,correlation,yes,yes,142,Ġchild,0.008484
2,20272,correlation,yes,yes,143,Ġis,0.001602
2,20272,correlation,yes,yes,144,Ġ,0.004791
2,20272,correlation,yes,yes,145,3,0.007874
2,20272,correlation,yes,yes,146,1,0.008972
2,20272,correlation,yes,yes,147,%.,0.000881
2,20272,correlation,yes,yes,148,ĠIs,0.024658
2,20272,correlation,yes,yes,149,Ġthe,0.001587
2,20272,correlation,yes,yes,150,Ġchance,0.010925
2,20272,correlation,yes,yes,151,Ġof,0.007050
2,20272,correlation,yes,yes,152,Ġintelligent,0.002350
2,20272,correlation,yes,yes,153,Ġchild,0.008057
2,20272,correlation,yes,yes,154,Ġlarger,0.007629
2,20272,correlation,yes,yes,155,Ġwhen,0.031738
2,20272,correlation,yes,yes,156,Ġobserving,0.047119
2,20272,correlation,yes,yes,157,Ġliking,0.015015
2,20272,correlation,yes,yes,158,Ġspicy,0.003754
2,20272,correlation,yes,yes,159,Ġfood,0.010315
2,20272,correlation,yes,yes,160,?,0.013306
2,20272,correlation,yes,yes,161,<|im_end|>,0.000311
2,20272,correlation,yes,yes,162,Ċ,0.004852
2,20272,correlation,yes,yes,163,<|im_start|>,0.001602
2,20272,correlation,yes,yes,164,assistant,0.007690
2,20272,correlation,yes,yes,165,Ċ,0.013489
3,12013,ate,no,no,0,<|im_start|>,0.003647
3,12013,ate,no,no,1,system,0.005615
3,12013,ate,no,no,2,Ċ,0.020752
3,12013,ate,no,no,3,Answer,0.052002
3,12013,ate,no,no,4,Ġwith,0.003555
3,12013,ate,no,no,5,Ġonly,0.010620
3,12013,ate,no,no,6,Ġ',0.062256
3,12013,ate,no,no,7,yes,0.004883
3,12013,ate,no,no,8,',0.004517
3,12013,ate,no,no,9,Ġor,0.010071
3,12013,ate,no,no,10,Ġ',0.001953
3,12013,ate,no,no,11,no,0.035645
3,12013,ate,no,no,12,'.,0.007294
3,12013,ate,no,no,13,ĠNo,0.013672
3,12013,ate,no,no,14,Ġexplanation,0.005127
3,12013,ate,no,no,15,.,0.015442
3,12013,ate,no,no,16,ĠNo,0.004883
3,12013,ate,no,no,17,Ġpunctuation,0.006012
3,12013,ate,no,no,18,.,0.002045
3,12013,ate,no,no,19,<|im_end|>,0.003204
3,12013,ate,no,no,20,Ċ,0.015381
3,12013,ate,no,no,21,<|im_start|>,0.011475
3,12013,ate,no,no,22,user,0.006989
3,12013,ate,no,no,23,Ċ,0.031250
3,12013,ate,no,no,24,Imagine,0.011841
3,12013,ate,no,no,25,Ġa,0.001579
3,12013,ate,no,no,26,Ġself,0.000679
3,12013,ate,no,no,27,-contained,0.003372
3,12013,ate,no,no,28,",",0.001808
3,12013,ate,no,no,29,Ġhypothetical,0.010132
3,12013,ate,no,no,30,Ġworld,0.003967
3,12013,ate,no,no,31,Ġwith,0.001579
3,12013,ate,no,no,32,Ġonly,0.000341
3,12013,ate,no,no,33,Ġthe,0.000687
3,12013,ate,no,no,34,Ġfollowing,0.003662
3,12013,ate,no,no,35,Ġconditions,0.001526
3,12013,ate,no,no,36,",",0.004059
3,12013,ate,no,no,37,Ġand,0.000141
3,12013,ate,no,no,38,Ġwithout,0.002319
3,12013,ate,no,no,39,Ġany,0.000542
3,12013,ate,no,no,40,Ġun,0.000778
3,12013,ate,no,no,41,mentioned,0.001160
3,12013,ate,no,no,42,Ġfactors,0.002228
3,12013,ate,no,no,43,Ġor,0.000614
3,12013,ate,no,no,44,Ġcausal,0.001427
3,12013,ate,no,no,45,Ġrelationships,0.007233
3,12013,ate,no,no,46,:,0.018433
3,12013,ate,no,no,47,ĠSmoking,0.003708
3,12013,ate,no,no,48,Ġhas,0.004639
3,12013,ate,no,no,49,Ġa,0.001022
3,12013,ate,no,no,50,Ġdirect,0.000717
3,12013,ate,no,no,51,Ġeffect,0.007111
3,12013,ate,no,no,52,Ġon,0.006653
3,12013,ate,no,no,53,Ġtar,0.000504
3,12013,ate,no,no,54,Ġdeposit,0.010071
3,12013,ate,no,no,55,.,0.014404
3,12013,ate,no,no,56,ĠTar,0.000961
3,12013,ate,no,no,57,Ġdeposit,0.004517
3,12013,ate,no,no,58,Ġhas,0.001610
3,12013,ate,no,no,59,Ġa,0.002045
