model,intervention,label,n,acc,acc_drop,acc_ate,acc_backadj,acc_collider_bias,acc_correlation,acc_det-counterfactual,acc_drop,acc_ett,acc_exp_away,acc_marginal,acc_nde,acc_nie
base,74_swap_percentages_within_graph_group_and_invert_answers,swap_pct+inv_ans,288,0.5173611111111112,-0.01041666666666674,0.6666666666666666,0.4666666666666667,0.2,0.5384615384615384,0.4358974358974359,-0.01041666666666674,0.5454545454545454,0.2,0.4888888888888889,0.3333333333333333,0.7391304347826086
base,75_swap_percentages_within_graph_group_and_invert_polarity,swap_pct+inv_pol,288,0.4895833333333333,0.017361111111111105,0.7692307692307693,0.3333333333333333,0.2,0.48717948717948717,0.48717948717948717,0.017361111111111105,0.5151515151515151,0.0,0.4222222222222222,0.4666666666666667,0.6086956521739131
base,77_remove_all_filler_words,no_filler,288,0.4756944444444444,0.03125,0.5384615384615384,0.5111111111111111,0.2,0.5641025641025641,0.41025641025641024,0.03125,0.5151515151515151,0.4,0.37777777777777777,0.6,0.391304347826087
base,7_append_1000_high_density_unicode_chars,unicode_noise,288,0.4861111111111111,0.020833333333333315,0.6666666666666666,0.5333333333333333,0.2,0.5128205128205128,0.38461538461538464,0.020833333333333315,0.48484848484848486,0.4,0.4,0.4666666666666667,0.4782608695652174
finetuned,original,original,288,0.8993055555555556,0.0,1.0,1.0,1.0,0.8205128205128205,0.7948717948717948,0.0,1.0,0.8,0.8222222222222222,0.7333333333333333,0.9565217391304348
finetuned,13_remove_every_other_word,del_alt_words,288,0.5416666666666666,0.35763888888888895,0.7435897435897436,0.4666666666666667,0.4,0.5128205128205128,0.6666666666666666,0.35763888888888895,0.36363636363636365,0.6,0.4888888888888889,0.6666666666666666,0.4782608695652174
finetuned,1_insert_spaces_between_chars_without_whitespace,char_spaces,288,0.8263888888888888,0.07291666666666674,0.9743589743589743,0.9111111111111111,1.0,0.6153846153846154,0.7435897435897436,0.07291666666666674,0.9696969696969697,0.8,0.8,0.7333333333333333,0.782608695652174
finetuned,22_insert_incorrect_answer_once_per_sentence,insert_wrong_ans,288,0.8125,0.08680555555555558,0.7948717948717948,1.0,0.8,0.6923076923076923,0.7692307692307693,0.08680555555555558,1.0,0.8,0.7111111111111111,0.6,0.8260869565217391
finetuned,33_insert_rare_emoji_blocks,emoji_blocks,288,0.5451388888888888,0.35416666666666674,0.358974358974359,0.5333333333333333,1.0,0.5897435897435898,0.5641025641025641,0.35416666666666674,0.7272727272727273,0.8,0.5555555555555556,0.3333333333333333,0.4782608695652174
finetuned,34_polarity_decrease_to_not_decrease_flip,polarity_not_dec,288,0.4131944444444444,0.48611111111111116,0.6410256410256411,0.0,0.0,0.41025641025641024,0.20512820512820512,0.48611111111111116,0.5151515151515151,0.4,0.6222222222222222,0.6,0.6086956521739131
finetuned,35_polarity_decrease_to_increase_flip,polarity_increase,288,0.7569444444444444,0.14236111111111116,0.9743589743589743,0.8444444444444444,0.0,0.7692307692307693,0.20512820512820512,0.14236111111111116,1.0,0.8,0.7777777777777778,0.6666666666666666,0.9565217391304348
finetuned,37_polarity_decrease_to_not_not_decrease_same,polarity_notnot,288,0.6493055555555556,0.25,0.3333333333333333,1.0,1.0,0.6410256410256411,0.7948717948717948,0.25,0.48484848484848486,0.6,0.5555555555555556,0.5333333333333333,0.6956521739130435
finetuned,62_intervention_word_order,shuffle_words,288,0.5972222222222222,0.30208333333333337,0.7435897435897436,0.4666666666666667,1.0,0.5641025641025641,0.4358974358974359,0.30208333333333337,0.6666666666666666,0.2,0.6222222222222222,0.6,0.782608695652174
finetuned,66_set_percentages_to_x,mask_numbers,288,0.8159722222222222,0.08333333333333337,0.7435897435897436,1.0,1.0,0.8461538461538461,0.7948717948717948,0.08333333333333337,0.9696969696969697,0.8,0.5555555555555556,0.6666666666666666,0.9130434782608695
finetuned,67_replace_scenario_words_with_random_words_corrected,random_words,288,0.8125,0.08680555555555558,0.9743589743589743,0.9777777777777777,1.0,0.717948717948718,0.5641025641025641,0.08680555555555558,0.9696969696969697,0.6,0.7555555555555555,0.7333333333333333,0.7391304347826086
finetuned,68_replace_scenario_words_with_consistent_numbers,words_to_nums,288,0.7673611111111112,0.13194444444444442,0.8461538461538461,0.9555555555555556,1.0,0.6410256410256411,0.5384615384615384,0.13194444444444442,0.9696969696969697,0.8,0.7111111111111111,0.7333333333333333,0.6521739130434783
finetuned,69_scenario_words_to_random_words_and_percentages_to_x,rand_words+mask_nums,288,0.6666666666666666,0.23263888888888895,0.5897435897435898,0.9777777777777777,1.0,0.5641025641025641,0.5897435897435898,0.23263888888888895,0.8181818181818182,0.4,0.4888888888888889,0.6666666666666666,0.6086956521739131
finetuned,70_scenario_words_to_random_words_and_mask_polarity,rand_words+mask_pol,288,0.6215277777777778,0.2777777777777778,0.5384615384615384,0.9777777777777777,1.0,0.5128205128205128,0.6153846153846154,0.2777777777777778,0.48484848484848486,0.6,0.6,0.5333333333333333,0.4782608695652174
finetuned,71_scenario_words_to_random_words_and_percentages_to_x_and_mask_polarity,full_ablation,288,0.5694444444444444,0.32986111111111116,0.46153846153846156,0.9555555555555556,1.0,0.5641025641025641,0.48717948717948717,0.32986111111111116,0.5757575757575758,0.6,0.4,0.5333333333333333,0.391304347826087
finetuned,74_swap_percentages_within_graph_group_and_invert_answers,swap_pct+inv_ans,288,0.6354166666666666,0.26388888888888895,0.9487179487179487,0.0,1.0,0.5128205128205128,0.3333333333333333,0.26388888888888895,0.9696969696969697,1.0,0.8888888888888888,0.8666666666666667,0.782608695652174
finetuned,75_swap_percentages_within_graph_group_and_invert_polarity,swap_pct+inv_pol,288,0.7118055555555556,0.1875,0.9230769230769231,0.1111111111111111,1.0,0.5641025641025641,0.7948717948717948,0.1875,1.0,1.0,0.8444444444444444,0.8,0.782608695652174
finetuned,77_remove_all_filler_words,no_filler,288,0.6215277777777778,0.2777777777777778,0.9487179487179487,0.4666666666666667,0.0,0.6153846153846154,0.4358974358974359,0.2777777777777778,0.7575757575757576,0.4,0.5111111111111111,0.8,0.782608695652174
finetuned,7_append_1000_high_density_unicode_chars,unicode_noise,288,0.9027777777777778,-0.00347222222222221,0.9743589743589743,1.0,1.0,0.8717948717948718,0.8461538461538461,-0.00347222222222221,1.0,0.8,0.7777777777777778,0.8,0.9130434782608695
